Tweet,Location,Created_Date,Username,Screen_Name,Polarity,Match
Members of Saudi Society at Newcastle University are pleased to offer their heartfelt congratulations to (Homoud Al,"Newcastle Upon Tyne, England",2019-10-30 23:02:42,    ,saudissnu,Positive,"pleased,heartfelt,congratulations"
"james_labour: With UKLabour you have the chance to vote for policies like:
 
A real living wage of at least 10 an hour
1m genuine",manchester,2019-10-30 23:02:09,Theresa Travis,s9tmt,Positive,genuine
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,,2019-10-30 23:02:08,Rayyan,r_a_y_y_a_n_,Nutral,
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,Kano ,2019-10-30 23:01:57,Baba Ali,AlibabaAhmad,Nutral,
"heyprofbow: Romney added, I mean, if a student is gonna drive around campus in a luxury car, it should be gotten the old fashioned way","Michigan, USA",2019-10-30 23:01:46,Marissa,Dulaney09,Positive,luxury
_ARIPO: African University losing value by failing to protect intellectual property   AllthingzIP Africa_Univ,"Ilorin, Nigeria",2019-10-30 23:01:11,PCO,Paul_Okwuobi,Negative,"losing,failing,protect"
"CristianoStuff_: Acquiring university education is the epitome for most people. However, Ronaldo has surpassed that and is now being st",,2019-10-30 23:00:59, ,zuaFgG4lyjQCbGN,Nutral,
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,Minna,2019-10-30 23:00:55,#iRepArewa.,yasama01,Nutral,
"Penn State Abington education majors give back to community, gain valuable teaching experience through University-w","University Park, PA",2019-10-30 23:00:48,PSU College of Ed,PSU_CollegeOfEd,Positive,"gain,valuable"
LetsTalkScience: What would the first school on Mars look like?  We asked Canadian youth this as part of Can2067STEM! The #Can2067 Le,Ottawa,2019-10-30 23:00:43,Mary Anne,Cowanmac,Nutral,
"Dr. Higgins, #CCSWarrior Superintendent, is reunited with her doctoral Alma mater, Nova Southeastern University dur","San Antonio, TX",2019-10-30 23:00:23,Cornerstone School,CCS_Warriors,Nutral,
Free Education University - Is a 17 course curriculum that teaches you how to find the right financial opportunitie,USA,2019-10-30 23:00:22,Johny Cool | Best of the Best,Sondsajohn,Positive,"free,right"
"Creation Scientists? - via smedian_network

.Medium #medium #blog #religion #christianity #church #Genesis #news",,2019-10-30 23:00:21,Christopher Oldcorn,chrisoldcorn,Nutral,
tfn_kathleen: Deirdre Coyle HSCBoard says latest stats show 146 young people leaving care in NI are in futher education colleges and 1,Northern Ireland,2019-10-30 22:59:50,Helga,outcomeimps,Nutral,
LloydBD13: If the data in this report is correct then the root causes need to be put on the table. Indoctrination of school kids and un,"New South Wales, Australia",2019-10-30 22:59:42,outdoorsport&recreation,outdoorsportre1,Nutral,"correct,indoctrination"
Really like the decor here #books #education #campus  George Mason University - Johnson Center,"Reston, VA",2019-10-30 22:59:41,Amanda Hamm,etiainen_dreams,Positive,like
colorcon: Grand opening of Colorcons new coating facility at the University of Guadalajara! The new facility allows us to expand our t,,2019-10-30 22:58:39,fremah69,fremah69,Positive,grand
Forbes: Breaking news from Detroit Mayor Mike Duggan: A transformative world-class education &amp; entrepreneurship center anchored by the,Ibadan,2019-10-30 22:58:38,Ogunniyi Julius O,Holuwajulius,Negative,breaking
Canada Learning Bond - sign-up now and get up to $2000 for your childs education! Read how...,"Oshawa, Ontario",2019-10-30 22:58:21,GL Roberts CVI,GLRobertsCVI,Nutral,
SCMPNews: Dozens of Hong Kong Polytechnic University students defy managements warning by wearing masks during their graduation ceremo,,2019-10-30 22:58:04,emirates tim,timzeng16,Negative,"defy,warning"
"Qiu_dui: List of Netherlands Scholarships, Grants, and Fellowships for International Students

1. University of Twente Scholarships (UT","Nairobi, Kenya",2019-10-30 22:57:57,Kazybot,kazybott,Nutral,
"PaulCalandra OntarioNDP Maybe they're pointing to the PC's dismal Education policy: over 2,000 high school teache",,2019-10-30 22:57:47,Kent Stephen,KentStephen,Negative,dismal
onedrive Onedrive for education (university) is the best thing in the world,"Milano, Lombardia",2019-10-30 22:57:18,Simone Morlacchi,iam_morla,Positive,best
OUScotland: #JennieLee? Who was she?! 10 things you might not know about this inspirational Scottish woman are in today's TheScotsman,Cornwall,2019-10-30 22:57:12,Jane Bernal ,SJaneBernal,Positive,inspirational
Forbes: Breaking news from Detroit Mayor Mike Duggan: A transformative world-class education &amp; entrepreneurship center anchored by the,,2019-10-30 22:56:49,Spence,sgsims_,Negative,breaking
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,,2019-10-30 22:56:25,A.Amin,Sheikh_Spear,Nutral,
rebekahallen: .UTAustin to shut down Pi Kappa Phi fraternity for four years after hazing allegations. The frat can still appeal the sa,"Austin, TX",2019-10-30 22:55:56,Chelsea Moreno,chelsea_dear,Positive,appeal
"VanessaMiller12: University of Iowa waives search to hire longtime interim dean;
Go-to firm Isaacson-Miller has logged two failed searc","Des Moines, Iowa",2019-10-30 22:55:48,Randy Evans,DMRevans,Negative,failed
geoscigurl Thanks for viewing Janice! What did you think? Be curious to know your perspective on how education and,Canada/Mexico,2019-10-30 22:55:17,Mario Christiner,mpchristiner,Nutral,
BruceHPlante Not sure how cutting wages to the highest in Canada should hurt the healthcare and education system?,,2019-10-30 22:55:10,malta,malta75616353,Negative,hurt
"AyoCaesar: If you don't want free social care for the elderly
If you don't want 850,000 green jobs
If you don't want free university ed",,2019-10-30 22:53:46,shabbir gheewalla,shabbirghewalla,Positive,free
Happy halloween from the team at Studyco! Carve your way into a university degree instead this halloween. Get in to,333 Collins Street Melb,2019-10-30 22:53:41,StudyCo,StudyCoGlobal,Positive,happy
"gracemendel14: Im very excited to announce I am verbally committing to further my education and continue to play soccer in Cambridge,",,2019-10-30 22:53:25,Jen Blessing,jenblessingg,Positive,excited
"MaiadashiYI: JAMB ADMISSION for Bauchi State Indigenes

All indigenes of Bauchi State with UTME scores 180 or above who have not secure",internet,2019-10-30 22:53:20,Mahmoud Tokura,MahmoudTokura,Positive,secure
"SpartyLivesHere DanCrenshawTX Not true. Look to Canada. Affordable education, health care for all brings low crim",,2019-10-30 22:52:23,Allen,Allen07389569,Positive,affordable
Forbes: Breaking news from Detroit Mayor Mike Duggan: A transformative world-class education &amp; entrepreneurship center anchored by the,"New Jersey, USA",2019-10-30 22:51:51,J. Christopher Latrella,jeremyclatrella,Negative,breaking
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,,2019-10-30 22:51:49,Duchesss,ayshamudi,Nutral,
HarveyYoungBU: Earlier today. Had a blast working with the instructors of Columbia Core Curriculum on how to teach suzanloriparks Fa,,2019-10-30 22:51:27,Chris Corbo,chriscorbophd,Nutral,
"notderekblois: Rest of Canada: we want better healthcare, education systems, social services, rent control, etc.

Alberta:","Thunder Bay, Ontario",2019-10-30 22:50:26,Nick Precoma,NickyPerks14,Positive,better
"gracemendel14: Im very excited to announce I am verbally committing to further my education and continue to play soccer in Cambridge,",,2019-10-30 22:50:23,zoey,zoeyeuting,Positive,excited
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Kano, Nigeria",2019-10-30 22:50:22,Bhassan,AbdulkadirBHas1,Nutral,
"AyoCaesar: If you don't want free social care for the elderly
If you don't want 850,000 green jobs
If you don't want free university ed",,2019-10-30 22:49:32,Nicholas Derricourt,Jnanaketu,Positive,free
"gracemendel14: Im very excited to announce I am verbally committing to further my education and continue to play soccer in Cambridge,",CA-TX-AR,2019-10-30 22:49:07,Parker Mendel,parkermendel,Positive,excited
rebekahallen: .UTAustin to shut down Pi Kappa Phi fraternity for four years after hazing allegations. The frat can still appeal the sa,"Dallas, Texas",2019-10-30 22:49:00,Dallas Morning News,dallasnews,Positive,appeal
"gracemendel14: Im very excited to announce I am verbally committing to further my education and continue to play soccer in Cambridge,","Frisco, TX",2019-10-30 22:48:45,Mayce Allen,mayceallen5,Positive,excited
SCMPNews: Dozens of Hong Kong Polytechnic University students defy managements warning by wearing masks during their graduation ceremo,,2019-10-30 22:48:42,Joey KG,Joey_gmk,Negative,"defy,warning"
If the data in this report is correct then the root causes need to be put on the table. Indoctrination of school ki,"Brisbane, Queensland",2019-10-30 22:48:26,Lloyd Russell,LloydBD13,Nutral,"correct,indoctrination"
"gracemendel14: Im very excited to announce I am verbally committing to further my education and continue to play soccer in Cambridge,",texas,2019-10-30 22:47:56,rylee williams,RyleeWilliams16,Positive,excited
NewBlackMan jhamby jemelehill Turning amateur student athletes into professionals is very bad policy and destruc,A rift in space and time,2019-10-30 22:47:33,Lord Mike,lord__mike,Negative,bad
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,,2019-10-30 22:47:25,.,hafsamuhammad_,Nutral,
eraser: The Neurology of Gaming. #Infographic OU_com  #neurology #education #educacin #edtech #edchat #gaming,,2019-10-30 22:46:49,EDU bot/human hybrid,CMdatascoop,Nutral,
TVCconnect asuu is always the problem of University education in Nigeria,,2019-10-30 22:46:45,tobi odiwankpa,odiwankpa_tobi,Negative,problem
"MidtownWorkBC: Check out the Canadian Immigrant Fair: a one-stop event for newcomers looking for career, education, and settlement supp","Vancouver, British Columbia",2019-10-30 22:46:42,WorkBC Centre Vancouver South,WorkBCVanSouth,Nutral,
"MomentsWithBren: To avoid becoming a victim of these scams, students should generally   research the scholarship provider (university,","Kaduna, Nigeria",2019-10-30 22:46:15,Shadow ,LeonardDugguh,Nutral,
"Karli Figueroa, Director of Marketing at Moxie, speaking to Women in Media about attending the University of Georgi",,2019-10-30 22:46:11,Olivia Muller,MullerOlivia,Nutral,
Im very excited to announce I am verbally committing to further my education and continue to play soccer in Cambri,texas,2019-10-30 22:46:07,G R A C E,gracemendel14,Positive,excited
"ItsMutai: In Denmark there is
1. Free health care
2. Free education
3. 14 mnths maternity leave with full salary
4. 2-yrs salary when u",Nairobi,2019-10-30 22:45:44,Hussein mohammed,Husmo,Positive,free
"ThomasMoreAlum: Saints, do you know a student who is being affected by the CCU closure? Let them know that Thomas More University is of",Ohio,2019-10-30 22:45:20,Kristen Weber,kpaigewebs,Nutral,
Please  &gt;&gt; Free Education University - How to graduate DEBT FREE! Get 75% off for a limited time!  Link in Bio,USA,2019-10-30 22:45:14,Soliaka - Free Education University,Camswr_73js,Negative,"free,debt,limited"
"TrineUniversity: Once again, all of Trine Universitys graduates from the Franks School of Education who were seeking employment as tea",,2019-10-30 22:45:07,Mr. Turner,MrBrandenTurner,Nutral,
"Happy Wednesday! And Happy belated National Cat Day

#SMU #Baylor #Auburn #Syracuse #BU #AuburnUniversity",,2019-10-30 22:45:06,Apollo Tutors,Apollo_Tutors,Positive,"happy,belated"
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,East Coast Of Atlantic Ocean,2019-10-30 22:44:52,Bule,Danbule_,Nutral,
"ItsMutai: In Denmark there is
1. Free health care
2. Free education
3. 14 mnths maternity leave with full salary
4. 2-yrs salary when u",Nairobi,2019-10-30 22:44:03,VKEV,vinadadkelvin,Positive,free
"Want to work at VUMC? We're hiring in #Nashville, TN! Click for details:  #Education","Nashville, TN",2019-10-30 22:43:02,TMJ-BNA Educ. Jobs,tmj_bna_edu,Positive,work
Forbes: Breaking news from Detroit Mayor Mike Duggan: A transformative world-class education &amp; entrepreneurship center anchored by the,"Detroit, MI",2019-10-30 22:42:34,ELHIJODELRIO #LEXIT,ELHIJODELRIO5,Negative,breaking
MelissaFleming hello am Paul a Kenyan from who is orphan and I managed to go through University education to persu,Nairobi ,2019-10-30 22:42:03,dj paps 254,papsmukui,Negative,orphan
Fans of the (latest season of the) Amazing Race Canada - we know you're out there and so this is for you :-),,2019-10-30 22:41:54,"NEOLEW 'one mind, one people'",netolnew,Positive,"fans,amazing"
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,,2019-10-30 22:41:51,El Patrn,jet_bomber,Nutral,
"AyoCaesar: If you don't want free social care for the elderly
If you don't want 850,000 green jobs
If you don't want free university ed","Hove, England",2019-10-30 22:41:39,Paul Barker,Pellets81,Positive,free
"Ade1701 AliDover CBItweets Well, I think A-Level is equivalent to first year degree and a massive step up from g","South East, England",2019-10-30 22:41:31,The Magyar,PNemeth72,Nutral,
